Region,Customer Segment,Age Range,Season,Distance (Miles),Staffing Level (Proxy),Track Congestion (Proxy),Total Fare Amount,Communication About Status,Cleanliness,Comfort,Wi-Fi,Food & Beverage,Departure Delay (Minutes),Arrival Delay (Minutes),On-time Performance,Overall Satisfaction
Southwest,Leisure,45-54,Fall,154.1,0.495,0.724,91.87,4.56,3.33,4.28,3.58,3.12,21.4,19.1,3.83,5.0
West,Leisure,35-44,Summer,154.5,0.341,0.134,68.24,4.69,3.4,3.03,3.03,1.6,0.0,0.0,5.0,5.0
Southeast,Business,65+,Winter,320.4,1.0,0.295,114.58,5.0,4.47,3.37,3.39,3.29,12.1,21.6,4.25,5.0
Southwest,Commuter,35-44,Fall,369.0,0.55,0.643,115.03,3.83,3.87,2.56,4.32,3.88,48.4,59.5,2.24,5.0
Northeast,Leisure,18-24,Summer,448.2,0.636,0.393,137.99,4.05,4.52,2.44,3.37,3.42,34.7,36.6,3.32,5.0
Southeast,Leisure,25-34,Summer,659.1,0.532,0.155,183.27,3.82,3.96,3.08,4.85,3.55,24.8,32.9,3.67,5.0
Midwest,Commuter,45-54,Fall,275.7,0.538,0.542,84.85,3.54,3.98,3.06,,1.42,36.2,38.0,3.17,5.0
Northeast,Commuter,25-34,Spring,141.6,0.528,0.389,83.52,3.03,3.69,2.6,3.26,,40.9,45.1,3.04,5.0
Southwest,Commuter,25-34,Spring,205.1,0.722,0.144,75.69,4.03,5.0,3.57,2.49,3.02,6.8,9.2,4.47,5.0
Southwest,Leisure,35-44,Summer,119.9,0.322,0.134,88.41,4.15,3.51,3.57,2.47,4.08,20.4,18.2,4.27,5.0
Southwest,Leisure,55-64,Fall,245.8,0.467,0.408,98.4,,4.38,3.63,2.72,2.38,48.1,51.7,2.64,5.0
Midwest,Leisure,65+,Fall,134.0,0.655,0.186,66.35,4.69,3.22,3.14,4.08,,0.1,1.5,4.52,5.0
Southwest,Leisure,35-44,Fall,446.7,0.2,0.779,135.65,,3.55,3.15,2.78,3.19,44.3,56.9,2.28,5.0
Southeast,Commuter,25-34,Fall,262.9,0.689,0.711,106.44,3.62,5.0,3.48,2.39,2.2,41.1,45.3,2.95,5.0
Northeast,Leisure,35-44,Winter,529.9,0.348,0.904,146.02,2.41,4.19,4.18,3.68,2.41,73.4,89.8,1.24,5.0
Northeast,Business,35-44,Spring,361.3,0.647,0.149,131.6,3.66,3.08,3.22,2.4,3.11,28.8,27.8,3.71,5.0
Southwest,Commuter,65+,Spring,342.1,0.562,0.115,116.09,3.93,3.26,2.49,4.65,2.78,18.8,27.4,3.66,5.0
West,Commuter,35-44,Spring,89.0,0.777,0.31,60.68,4.52,4.95,3.51,2.35,3.89,19.0,29.2,3.73,5.0
Northeast,Business,45-54,Fall,320.1,0.513,1.0,132.44,3.51,3.91,3.35,2.98,2.72,83.1,89.0,1.0,5.0
Midwest,Commuter,65+,Spring,651.1,1.0,0.205,204.33,4.91,3.93,2.67,,4.0,25.4,37.3,3.51,5.0
West,Leisure,45-54,Fall,173.4,0.677,0.23,90.09,2.56,3.47,3.42,3.09,2.81,30.8,31.6,3.67,5.0
West,Leisure,25-34,Fall,407.7,0.715,0.732,142.1,3.56,3.77,3.1,3.65,3.16,54.1,56.4,2.39,5.0
Midwest,Leisure,45-54,Spring,70.9,0.2,0.448,58.49,3.18,4.55,3.51,3.05,3.76,41.4,47.0,2.99,5.0
Southwest,Commuter,35-44,Winter,107.9,0.417,0.356,79.47,3.68,3.39,3.92,3.23,2.99,50.0,49.0,2.84,5.0
Southwest,Commuter,35-44,Summer,214.1,0.326,0.464,89.58,4.92,3.4,3.22,2.53,2.68,28.3,36.2,3.35,5.0
West,Leisure,65+,Fall,155.8,0.5,0.324,78.11,3.34,4.21,4.01,3.63,,27.7,32.4,3.62,5.0
Northeast,Leisure,25-34,Spring,132.7,1.0,0.209,87.21,3.9,3.48,3.59,4.54,4.0,14.4,19.6,4.1,5.0
West,Leisure,35-44,Winter,156.3,0.657,0.073,86.45,4.19,3.37,3.51,1.8,3.43,0.0,0.0,5.0,5.0
Northeast,Leisure,25-34,Summer,299.5,0.2,0.209,114.48,3.08,3.7,3.34,2.42,1.11,31.1,38.5,3.35,5.0
West,Commuter,25-34,Fall,410.6,0.758,0.306,145.69,3.45,4.0,3.59,2.93,2.5,37.2,45.4,2.9,5.0
Northeast,Leisure,45-54,Summer,314.6,0.59,0.248,114.48,4.14,3.41,2.71,2.6,2.48,16.9,23.9,3.9,5.0
Northeast,Business,55-64,Spring,325.4,1.0,0.0,127.82,5.0,4.38,2.52,4.01,3.73,0.0,0.0,4.82,5.0
Northeast,Business,45-54,Spring,220.0,0.348,0.7,105.58,,3.91,4.39,2.68,1.34,53.3,59.8,2.12,5.0
Midwest,Leisure,35-44,Summer,105.8,0.467,0.138,54.47,3.16,2.65,3.79,3.34,3.35,26.7,37.7,3.05,5.0
Southeast,Leisure,18-24,Spring,209.3,0.782,0.254,81.63,3.79,4.46,3.35,4.58,3.73,23.3,22.4,4.05,5.0
Northeast,Commuter,35-44,Summer,249.6,0.492,0.472,109.84,3.47,3.5,4.39,1.81,3.67,30.6,39.4,3.18,5.0
Midwest,Business,35-44,Fall,421.2,0.519,0.637,133.07,4.29,4.34,5.0,3.5,,58.9,66.4,1.83,5.0
Midwest,Leisure,55-64,Fall,577.9,0.688,0.401,170.51,4.89,5.0,2.66,3.24,1.68,37.1,44.5,2.94,5.0
West,Leisure,45-54,Fall,284.8,0.329,0.164,109.5,2.45,3.72,3.57,3.12,2.83,28.8,31.7,3.42,5.0
West,Commuter,65+,Fall,396.4,0.802,0.072,114.79,4.47,3.61,4.21,2.69,4.49,17.9,31.7,3.6,5.0
Southwest,Commuter,55-64,Fall,37.9,0.438,0.588,48.93,2.94,4.65,2.49,,,42.2,44.1,3.16,5.0
Northeast,Commuter,35-44,Winter,186.0,0.488,0.686,86.95,3.38,3.34,2.58,3.22,5.0,81.6,84.8,1.38,4.96
Southeast,Business,45-54,Spring,219.3,0.964,0.719,92.14,4.08,5.0,4.46,,3.92,31.0,29.1,3.67,5.0
West,Commuter,55-64,Spring,309.9,1.0,0.997,124.13,3.27,3.82,3.76,3.96,3.07,67.1,75.5,1.57,5.0
Northeast,Leisure,65+,Fall,585.8,0.578,0.73,169.37,4.35,3.51,3.19,2.38,3.32,57.6,73.7,1.41,3.89
Midwest,Business,35-44,Winter,274.6,0.744,0.076,124.41,4.21,5.0,2.57,2.27,3.49,11.6,18.3,3.96,5.0
West,Leisure,45-54,Fall,63.8,0.764,0.624,48.21,3.87,4.2,3.96,1.74,2.63,19.9,16.6,4.45,5.0
West,Business,35-44,Summer,327.7,0.538,0.307,129.94,,4.84,2.68,3.4,2.74,31.5,40.2,3.22,5.0
Midwest,Commuter,55-64,Winter,177.3,0.2,0.164,80.86,2.43,3.68,2.85,3.77,4.84,42.8,53.8,2.75,5.0
Southwest,Commuter,65+,Summer,309.1,0.778,0.0,126.37,4.27,3.93,3.06,2.47,4.5,1.8,7.3,4.39,5.0
Midwest,Business,65+,Spring,343.6,0.583,0.15,128.34,2.27,2.14,3.44,,2.78,34.6,45.6,2.94,5.0
West,Business,25-34,Spring,60.3,0.349,0.283,46.98,2.32,4.38,2.83,4.72,2.37,2.6,2.9,4.61,5.0
Northeast,Commuter,25-34,Fall,212.1,0.416,0.369,95.35,3.16,4.04,2.96,4.25,1.65,27.2,30.7,3.29,5.0
Northeast,Commuter,55-64,Fall,217.1,0.308,0.265,91.79,2.96,3.69,4.25,4.26,5.0,51.5,56.7,2.32,5.0
Southwest,Business,45-54,Fall,272.6,0.384,0.603,112.42,2.05,4.15,3.73,,4.0,63.7,67.7,2.23,5.0
Southeast,Leisure,65+,Spring,139.7,1.0,0.138,76.96,3.77,4.12,3.81,4.05,4.32,21.7,22.7,3.86,5.0
Southwest,Leisure,25-34,Summer,114.3,0.266,0.613,66.08,2.94,3.17,3.89,2.92,2.56,65.4,67.7,2.14,5.0
Southeast,Commuter,55-64,Spring,580.3,0.764,0.013,168.52,4.25,4.2,2.99,2.27,,0.0,15.5,4.27,5.0
West,Business,45-54,Summer,256.2,0.693,0.565,82.24,4.48,3.83,3.96,2.22,2.31,29.8,35.2,3.6,5.0
West,Business,25-34,Spring,122.7,0.755,0.19,83.73,5.0,4.42,4.03,3.39,1.0,0.0,2.3,5.0,5.0
Midwest,Business,25-34,Summer,158.7,0.68,0.713,90.53,4.36,3.77,2.99,,2.35,29.3,33.2,3.7,5.0
West,Leisure,55-64,Summer,595.6,0.425,0.417,194.05,2.98,3.53,4.05,3.09,3.37,40.1,58.4,2.3,5.0
Southeast,Leisure,25-34,Spring,468.1,1.0,0.989,133.85,4.54,3.77,3.96,3.89,3.42,50.5,56.0,2.52,5.0
Midwest,Commuter,55-64,Winter,147.4,0.498,0.761,82.25,4.12,3.32,3.83,3.15,2.55,65.3,71.0,1.82,5.0
Northeast,Leisure,45-54,Winter,106.9,0.203,0.699,69.18,2.27,3.39,4.73,3.35,3.63,63.0,68.5,2.3,5.0
West,Business,35-44,Fall,112.5,0.87,0.993,84.33,3.5,4.29,3.85,3.97,2.57,37.4,39.0,3.38,5.0
West,Business,25-34,Fall,439.7,0.766,0.0,142.49,3.36,3.53,3.08,4.47,3.84,6.0,19.7,4.09,5.0
West,Commuter,65+,Summer,169.7,0.445,0.512,86.25,3.07,3.12,3.72,3.46,3.77,49.7,56.9,2.75,5.0
West,Leisure,55-64,Winter,77.3,0.376,0.255,61.19,3.55,4.26,3.62,4.78,3.81,38.7,43.6,3.36,5.0
West,Business,55-64,Summer,161.9,0.496,0.047,93.97,,3.77,2.87,3.11,,10.9,9.1,4.5,5.0
Southeast,Leisure,55-64,Spring,270.9,0.253,0.034,124.76,3.93,4.19,2.16,4.26,,13.7,17.0,4.28,5.0
West,Leisure,45-54,Winter,209.8,0.2,0.682,86.17,3.63,3.57,3.51,3.58,1.97,51.0,52.5,2.58,5.0
Midwest,Leisure,65+,Spring,472.8,0.825,0.0,121.31,4.38,3.67,4.41,1.97,1.21,10.0,22.3,3.76,5.0
Midwest,Leisure,45-54,Fall,272.9,0.747,0.108,91.87,4.6,2.93,4.39,4.52,3.83,9.6,18.6,4.19,5.0
Midwest,Commuter,45-54,Fall,295.7,0.791,0.628,122.65,,3.32,3.93,2.62,1.64,58.8,63.7,1.68,5.0
Southeast,Commuter,25-34,Fall,382.5,0.46,0.486,113.97,4.61,3.31,4.74,3.04,2.97,41.0,47.7,2.87,5.0
Southeast,Leisure,25-34,Winter,370.8,0.341,0.569,127.69,3.58,3.94,3.72,3.88,3.26,45.9,62.2,2.19,5.0
Southeast,Commuter,55-64,Summer,161.4,0.782,0.687,74.65,4.22,3.93,3.6,2.75,2.19,18.9,22.9,3.96,5.0
Northeast,Business,35-44,Summer,108.2,0.809,0.482,101.94,4.31,3.39,3.89,3.32,3.05,19.7,23.7,3.9,5.0
Midwest,Business,55-64,Spring,259.8,1.0,0.0,95.59,4.9,2.43,3.29,4.03,3.49,0.0,4.3,4.74,5.0
West,Commuter,65+,Spring,238.4,0.504,0.686,93.25,3.43,4.13,2.76,2.58,2.85,66.6,76.7,1.29,5.0
Southwest,Business,35-44,Spring,274.1,1.0,0.211,118.31,3.69,4.63,3.11,3.29,3.61,10.0,17.1,4.02,5.0
Midwest,Leisure,18-24,Winter,288.1,0.788,0.332,104.61,,4.57,3.4,3.1,2.76,20.7,27.2,3.77,5.0
Midwest,Leisure,45-54,Spring,555.2,0.768,0.0,158.5,5.0,3.41,4.34,4.18,2.9,31.6,43.6,3.03,5.0
Midwest,Business,18-24,Spring,190.3,0.909,0.099,75.38,4.38,4.67,2.76,4.71,2.38,9.9,12.1,4.59,5.0
Northeast,Commuter,55-64,Spring,295.0,0.694,0.126,105.98,4.44,4.29,3.03,2.48,3.02,22.0,24.2,3.84,5.0
West,Business,45-54,Summer,107.9,0.2,0.98,65.59,3.77,4.04,4.12,3.14,3.05,44.3,46.5,2.75,5.0
Northeast,Leisure,35-44,Summer,132.5,0.711,0.083,73.18,3.95,3.59,3.46,2.96,2.31,3.2,12.1,4.41,5.0
Southwest,Leisure,45-54,Winter,229.3,0.896,0.0,112.9,4.04,3.97,3.63,3.48,,21.2,24.6,3.56,5.0
West,Commuter,35-44,Spring,119.7,0.2,0.57,94.37,3.2,4.8,3.3,4.54,,18.2,24.9,3.91,5.0
Midwest,Leisure,35-44,Winter,331.4,0.649,0.164,127.6,3.49,4.93,5.0,3.65,4.1,29.7,34.8,3.52,5.0
West,Business,25-34,Fall,302.6,0.2,0.544,116.18,3.63,3.67,3.95,2.68,1.76,31.8,30.4,3.83,5.0
Southeast,Business,35-44,Fall,148.8,0.606,0.578,89.84,4.19,4.02,3.86,2.19,4.06,33.6,34.5,3.49,5.0
West,Leisure,65+,Spring,199.1,0.414,0.666,88.99,3.88,2.49,3.76,4.0,3.64,52.1,49.6,2.6,5.0
Southwest,Leisure,25-34,Fall,442.3,0.628,0.469,132.28,3.65,4.64,3.98,2.94,4.04,41.2,53.1,2.51,5.0
West,Leisure,35-44,Summer,258.0,0.501,0.57,82.62,2.79,4.3,4.94,2.62,2.09,49.7,47.5,2.83,5.0
Southwest,Leisure,25-34,Fall,740.7,1.0,0.436,188.52,5.0,4.31,3.54,3.7,3.02,36.5,51.7,2.57,5.0
West,Business,35-44,Fall,199.3,0.806,0.182,96.3,3.53,3.64,3.86,3.87,3.43,37.0,38.0,3.11,5.0
West,Commuter,25-34,Summer,214.0,0.843,0.233,80.86,4.17,4.06,3.77,3.12,,15.5,17.3,4.13,5.0
Midwest,Leisure,55-64,Spring,229.3,0.611,0.444,86.05,3.15,4.79,4.32,2.54,3.88,48.3,56.4,2.61,5.0
West,Business,25-34,Summer,70.0,0.643,0.444,69.99,3.06,4.14,4.89,4.41,3.71,20.7,21.6,4.08,5.0
Southwest,Leisure,45-54,Winter,207.9,0.578,0.0,58.48,3.88,5.0,3.26,3.88,3.54,20.0,24.1,4.04,5.0
Midwest,Leisure,25-34,Spring,203.4,0.567,0.277,95.91,4.64,4.37,3.99,4.09,3.56,23.7,27.4,3.65,5.0
West,Business,35-44,Summer,349.3,0.88,0.385,128.28,3.85,3.49,3.89,,3.79,19.6,25.0,4.08,5.0
Southeast,Business,25-34,Winter,452.6,0.593,0.38,133.8,,3.65,2.7,2.64,3.14,32.0,37.8,3.35,5.0
Midwest,Business,55-64,Spring,188.5,0.2,1.0,85.65,3.78,3.27,4.24,2.65,4.07,56.7,53.8,2.64,5.0
Northeast,Leisure,65+,Fall,45.1,0.582,0.387,54.47,4.14,4.41,4.77,,3.05,30.2,32.7,3.52,5.0
Southeast,Business,25-34,Fall,251.2,0.603,0.301,95.57,2.88,4.59,4.25,3.04,1.6,18.3,24.5,3.53,5.0
West,Leisure,65+,Fall,118.7,0.793,0.161,83.24,5.0,5.0,3.3,2.86,4.28,0.0,7.0,4.89,5.0
Southeast,Commuter,35-44,Fall,264.8,0.903,0.0,113.38,4.67,3.85,2.82,3.4,3.6,0.0,6.9,4.73,5.0
Southeast,Business,45-54,Spring,260.6,0.699,0.384,100.05,,4.23,4.16,3.38,3.01,20.8,24.2,3.76,5.0
Southeast,Commuter,55-64,Summer,141.3,1.0,0.226,75.58,4.24,4.87,3.04,3.55,3.3,3.5,5.7,5.0,5.0
Midwest,Leisure,25-34,Spring,252.5,0.883,0.34,103.3,3.92,4.97,3.08,2.95,4.53,34.8,42.1,3.11,5.0
West,Business,35-44,Fall,79.3,0.774,0.704,72.41,4.12,3.25,3.88,2.39,,47.8,53.8,2.52,5.0
West,Business,18-24,Winter,274.7,0.658,0.562,100.17,3.36,4.3,4.21,2.15,4.5,43.7,47.6,2.71,5.0
Northeast,Leisure,45-54,Spring,368.5,0.971,0.02,117.78,3.49,3.37,3.56,3.64,3.62,0.3,12.1,4.36,5.0
Midwest,Business,35-44,Fall,310.6,0.638,0.232,117.76,2.43,3.56,3.55,3.44,2.8,23.3,29.2,3.45,5.0
Midwest,Business,65+,Winter,163.8,0.989,0.076,82.45,,3.31,3.72,2.37,2.02,0.0,0.6,4.9,5.0
Southwest,Commuter,25-34,Summer,352.7,0.732,0.506,127.36,3.01,3.59,3.08,4.48,3.23,44.7,49.2,2.77,5.0
Midwest,Leisure,65+,Spring,329.4,0.504,0.028,112.88,2.56,2.98,3.39,3.97,4.28,26.9,32.3,3.63,5.0
Southeast,Commuter,25-34,Spring,338.2,0.85,0.137,111.18,,3.32,2.62,2.61,2.66,11.4,18.1,3.91,5.0
Midwest,Leisure,45-54,Summer,484.0,0.452,0.359,161.01,2.77,3.28,4.15,3.46,3.42,30.5,44.8,2.86,5.0
Midwest,Business,25-34,Fall,290.4,0.921,0.0,110.71,3.76,4.24,5.0,3.36,4.57,0.0,13.4,4.21,5.0
Midwest,Business,25-34,Winter,110.5,0.725,0.0,64.88,2.87,3.98,3.76,3.6,1.55,0.0,1.4,5.0,5.0
Midwest,Leisure,18-24,Fall,123.9,0.381,0.515,64.9,3.78,2.8,4.45,3.34,3.43,28.5,25.4,3.96,5.0
West,Commuter,45-54,Winter,290.5,0.2,0.505,118.42,2.6,5.0,3.38,3.67,3.54,59.0,62.4,1.9,5.0
Southwest,Commuter,25-34,Winter,61.8,0.735,0.262,51.89,,3.67,2.78,4.55,3.47,19.5,19.5,4.08,5.0
Southeast,Commuter,45-54,Fall,205.8,0.432,0.494,90.03,3.06,3.02,5.0,3.46,1.55,57.1,62.3,2.4,5.0
West,Commuter,65+,Winter,182.2,1.0,0.076,84.59,4.68,4.45,3.21,3.92,2.52,12.0,8.4,4.73,5.0
West,Business,25-34,Spring,323.8,0.494,0.0,114.92,,3.84,4.31,4.47,1.22,18.7,29.4,3.62,5.0
Northeast,Business,18-24,Winter,96.4,0.679,0.813,61.75,3.74,3.45,3.86,2.86,1.95,39.8,38.2,3.35,5.0
Midwest,Commuter,25-34,Winter,327.6,0.538,0.944,118.58,3.15,4.1,4.49,2.47,3.87,68.6,76.4,1.68,5.0
Southeast,Leisure,25-34,Winter,198.3,0.838,0.175,70.34,3.77,3.62,3.7,,2.87,18.7,22.2,4.26,5.0
Southwest,Commuter,35-44,Spring,279.2,0.636,0.0,93.5,3.57,3.74,2.88,2.38,3.86,0.9,3.8,4.76,5.0
Southeast,Business,55-64,Spring,102.6,0.452,0.748,81.01,,4.71,3.17,2.56,3.78,50.0,57.4,2.62,5.0
Southwest,Business,25-34,Winter,335.1,0.282,0.587,106.83,,3.82,5.0,4.36,2.05,47.3,52.3,2.57,5.0
Southeast,Leisure,25-34,Summer,406.3,0.511,0.81,136.91,2.55,4.22,3.88,,3.25,43.2,47.5,2.77,5.0
Midwest,Leisure,45-54,Winter,1096.8,0.528,1.0,271.64,3.83,3.55,5.0,3.45,1.68,81.2,105.3,1.0,3.97
West,Leisure,25-34,Spring,268.3,0.658,0.0,101.87,3.48,4.02,3.44,2.21,3.38,17.0,25.8,3.86,5.0
Southeast,Leisure,45-54,Spring,398.0,0.286,0.672,135.62,3.64,3.28,4.09,3.48,3.44,34.3,41.5,3.25,5.0
West,Leisure,65+,Summer,119.4,0.527,0.327,56.0,,3.37,2.76,4.74,2.9,18.9,22.0,4.0,5.0
West,Leisure,25-34,Spring,469.2,0.758,0.391,142.77,5.0,3.73,3.75,2.55,1.64,23.1,36.4,3.29,5.0
West,Leisure,35-44,Spring,83.6,1.0,0.428,68.75,4.25,3.68,5.0,1.77,1.86,16.8,17.6,4.08,5.0
Northeast,Business,55-64,Fall,575.7,0.522,0.499,192.35,,4.48,3.11,3.54,5.0,50.2,60.8,2.35,5.0
West,Leisure,45-54,Winter,252.5,0.696,0.675,103.23,4.37,4.3,3.23,2.81,3.7,42.3,50.5,2.73,5.0
Northeast,Commuter,55-64,Spring,89.5,0.776,0.0,69.97,3.76,2.61,4.31,,2.9,0.0,1.2,4.99,5.0
Southeast,Leisure,55-64,Summer,185.4,0.372,0.361,104.65,,4.82,3.69,3.5,3.94,37.3,37.9,3.35,5.0
West,Business,45-54,Summer,395.6,0.434,0.718,146.78,3.29,4.2,4.96,3.65,4.41,52.1,60.0,2.51,5.0
Southwest,Leisure,45-54,Summer,208.3,0.553,0.0,94.62,3.44,4.56,3.5,3.78,4.2,15.8,16.1,4.44,5.0
Midwest,Business,55-64,Summer,206.5,0.275,1.0,91.38,2.41,3.63,3.63,3.09,2.88,60.5,64.4,2.22,5.0
Southeast,Business,45-54,Fall,374.7,0.816,0.227,128.71,4.53,3.11,3.97,3.75,2.86,15.9,27.3,3.75,5.0
West,Business,45-54,Fall,219.1,0.662,0.056,91.9,5.0,3.14,2.95,3.21,3.85,0.0,0.0,4.81,5.0
Southwest,Leisure,35-44,Summer,452.4,0.2,0.679,132.7,,4.72,2.65,2.85,,69.4,78.3,1.41,4.42
Midwest,Business,55-64,Fall,160.5,0.451,0.301,79.37,3.48,2.85,2.66,3.24,4.17,44.1,49.7,2.75,5.0
West,Leisure,25-34,Winter,65.6,0.74,0.0,57.94,4.45,3.1,1.41,3.86,3.25,0.0,1.1,4.85,5.0
Southeast,Business,25-34,Spring,227.0,0.647,0.573,110.83,3.7,3.66,3.63,2.78,3.84,42.7,52.8,2.71,5.0
Northeast,Leisure,35-44,Fall,243.7,0.722,0.0,109.43,,3.13,2.81,3.56,4.08,11.3,16.4,4.27,5.0
Southwest,Business,25-34,Winter,156.5,0.694,0.664,85.84,,4.27,3.33,2.94,1.97,14.0,18.7,4.02,5.0
West,Leisure,45-54,Fall,274.5,0.374,0.459,92.24,3.24,4.15,4.33,2.61,3.21,35.4,46.4,3.12,5.0
Southeast,Business,25-34,Winter,74.0,0.683,0.322,84.14,4.73,4.19,3.04,4.18,4.17,46.9,50.4,2.8,5.0
Southeast,Leisure,45-54,Fall,279.3,0.475,0.646,80.83,3.25,3.47,4.13,3.52,2.37,40.5,46.1,2.94,5.0
Northeast,Leisure,35-44,Winter,106.7,0.717,0.0,52.11,3.38,4.13,2.61,3.69,2.65,29.6,30.0,3.81,5.0
West,Leisure,25-34,Summer,89.2,0.706,0.523,63.27,3.6,5.0,3.23,2.57,4.22,43.5,44.7,2.87,5.0
Southeast,Leisure,25-34,Fall,239.6,0.942,0.132,94.96,5.0,3.21,5.0,3.27,4.56,19.4,25.6,3.75,5.0
Midwest,Business,45-54,Fall,84.2,0.2,0.462,66.0,2.95,4.37,3.26,3.61,1.0,55.8,54.4,2.5,5.0
West,Commuter,55-64,Summer,49.6,0.7,0.106,40.04,4.63,4.43,4.61,3.67,4.22,7.5,13.8,4.46,5.0
Northeast,Business,35-44,Fall,301.3,0.92,0.669,108.66,4.47,4.0,5.0,5.0,1.09,38.8,54.0,2.62,5.0
Midwest,Leisure,25-34,Winter,115.2,0.793,0.346,78.17,5.0,4.1,3.44,3.56,3.1,22.9,25.3,4.33,5.0
Midwest,Leisure,25-34,Winter,319.6,0.737,0.385,117.83,,4.18,3.25,2.82,1.9,23.0,22.5,3.84,5.0
West,Commuter,18-24,Winter,193.5,0.308,0.183,97.88,4.62,3.17,2.08,2.86,2.57,29.8,36.8,3.36,5.0
Southeast,Leisure,18-24,Summer,239.4,0.514,0.033,87.46,3.37,2.88,3.86,2.62,3.2,13.3,18.5,4.13,5.0
Midwest,Leisure,65+,Fall,399.2,0.597,0.381,128.04,3.72,4.44,3.94,2.78,3.6,46.6,57.2,2.49,5.0
Northeast,Commuter,18-24,Fall,291.7,0.445,0.0,107.8,4.0,3.08,4.17,3.36,4.38,20.7,26.5,3.94,5.0
Southwest,Leisure,25-34,Summer,323.6,0.736,0.171,107.62,3.43,3.31,4.69,3.01,1.94,30.2,40.5,3.21,5.0
West,Leisure,65+,Winter,316.8,0.743,0.0,99.08,3.72,3.66,3.0,4.47,4.19,19.9,23.4,4.0,5.0
Northeast,Leisure,45-54,Winter,147.2,0.2,0.057,75.52,3.57,3.87,4.87,3.88,2.79,34.6,39.2,3.18,5.0
Southeast,Business,35-44,Summer,284.1,0.391,0.716,97.69,3.9,3.5,3.42,3.88,2.85,51.2,58.1,2.63,5.0
West,Leisure,45-54,Fall,125.4,0.546,0.384,77.58,3.91,3.44,3.92,3.08,4.64,22.0,26.1,3.76,5.0
Northeast,Business,65+,Fall,284.4,0.684,0.135,112.37,4.78,4.51,3.66,4.09,3.89,18.8,27.7,3.29,5.0
Southeast,Leisure,18-24,Summer,187.8,0.84,0.64,72.51,,3.82,3.21,4.19,1.65,40.6,48.1,2.75,5.0
Midwest,Leisure,25-34,Fall,212.2,0.851,0.0,74.47,4.11,3.55,2.92,4.72,,10.2,9.9,4.91,5.0
Southeast,Leisure,55-64,Spring,539.0,0.324,0.081,156.44,2.94,4.0,3.74,2.79,2.39,30.9,44.9,2.8,5.0
Southeast,Commuter,55-64,Winter,309.1,0.332,0.659,94.88,3.8,3.8,2.92,3.18,2.68,43.7,50.6,2.8,5.0
Midwest,Leisure,65+,Spring,154.6,0.2,1.0,82.37,3.06,3.72,3.41,2.48,2.92,93.1,95.4,1.0,3.94
Northeast,Business,25-34,Winter,73.7,0.822,0.346,58.56,5.0,4.28,3.46,5.0,3.58,14.7,17.3,4.29,5.0
Midwest,Leisure,65+,Summer,244.0,1.0,0.0,90.6,4.29,4.02,3.55,3.34,2.07,0.0,5.9,4.9,5.0
Southwest,Leisure,35-44,Spring,80.9,1.0,0.139,43.29,4.61,4.61,2.54,4.51,3.0,9.2,11.2,4.43,5.0
Midwest,Leisure,55-64,Spring,578.0,1.0,0.0,169.01,5.0,3.24,1.58,3.63,2.84,9.7,14.3,4.55,5.0
Northeast,Business,65+,Winter,215.9,0.633,0.331,97.87,3.52,4.66,4.28,4.02,3.47,16.7,21.6,4.19,5.0
West,Business,25-34,Fall,376.6,0.994,0.502,135.39,,3.55,4.59,3.44,3.15,18.0,24.8,3.93,5.0
Northeast,Commuter,25-34,Spring,93.3,0.828,0.346,71.56,3.45,3.03,1.96,4.14,4.01,9.3,12.5,4.42,5.0
West,Commuter,45-54,Fall,304.5,0.549,0.445,119.57,4.53,3.4,3.96,3.5,3.34,10.4,16.3,4.23,5.0
Southeast,Business,55-64,Summer,421.8,0.2,0.374,146.95,2.84,3.49,3.71,4.51,3.58,45.0,62.0,2.09,5.0
West,Business,18-24,Summer,319.1,0.649,0.563,106.8,4.22,3.48,2.77,3.55,3.34,28.2,33.8,3.31,5.0
Northeast,Business,55-64,Spring,360.5,0.2,0.467,140.94,3.11,3.12,4.19,2.56,2.01,40.0,41.2,3.24,5.0
Northeast,Business,35-44,Summer,288.5,0.436,0.463,124.02,4.82,4.42,4.43,3.64,,49.9,55.3,2.56,5.0
Midwest,Leisure,35-44,Winter,177.3,0.326,0.755,78.13,3.86,3.24,4.34,3.16,2.46,63.8,65.5,2.11,5.0
Northeast,Commuter,35-44,Fall,128.8,0.697,0.227,79.79,3.57,2.59,4.93,2.57,3.82,35.7,39.1,3.39,5.0
Southeast,Commuter,65+,Spring,142.6,0.624,0.475,95.49,3.24,3.7,4.39,3.61,,47.1,48.2,2.83,5.0
Southwest,Leisure,25-34,Winter,585.8,0.534,0.597,183.19,4.16,5.0,3.08,2.76,,54.0,68.2,2.13,5.0
West,Commuter,45-54,Fall,259.4,0.617,0.228,86.25,3.49,3.27,3.7,3.14,3.25,20.6,25.7,3.6,5.0
Northeast,Commuter,25-34,Winter,444.4,0.2,0.578,145.83,,3.16,3.83,3.16,1.62,57.3,67.6,2.23,5.0
West,Leisure,65+,Spring,160.4,0.69,0.588,86.75,3.79,3.7,4.77,1.7,2.79,31.0,40.1,3.19,5.0
West,Commuter,55-64,Fall,348.3,0.644,0.704,123.71,4.46,4.85,3.52,2.94,1.0,35.3,42.6,2.98,5.0
West,Leisure,25-34,Spring,122.8,0.478,0.603,75.32,3.64,3.62,3.2,3.97,3.82,38.7,35.8,3.37,5.0
