Amtrak Product,Service Class,Total Fare Amount,Mileage,Departure Performance (Minutes Late),Arrival Performance (Minutes Late),Overall Trip Satisfaction,Boarding Station Overall,On-time Performance of the Train,Communication About Train Status,Cleanliness of the Train,Comfort of Train Ride,Food and Beverage on the Train,Wi-Fi on the Train,Friendliness of Amtrak Personnel at the Boarding Station,Friendliness of Amtrak Personnel on the Train,Age Range
Acela,Business Class,109.8,187,0,0,,,,,,,,,,,
Acela,Business Class,212,91,7,13,9,10,10,9,10,10,10,N/A,10,10,35 to 44
Acela,First Class,236.7,225,0,3,10,10,10,10,7,8,9,N/A,10,10,75 or older
Acela,Business Class,132,134,0,-2,,,,,,,,,,,
Acela,Business Class,58,220,2,0,,,,,,,,,,,
Acela,First Class,100,231,1,0,,,,,,,,,,,
Acela,Business Class,86,134,3,-3,9,8,9,7,8,8,N/A,4,9,9,65 to 74
Acela,First Class,398,225,0,-2,,,,,,,,,,,
Acela,Business Class,284,185,2,-2,10,10,10,10,10,8,N/A,N/A,6,10,45 to 54
Acela,Business Class,146,188,2,13,,,,,,,,,,,
Acela,Business Class,277,232,0,4,,,,,,,,,,,
Acela,Business Class,191,91,1,-3,10,10,10,10,10,10,N/A,10,10,10,45 to 54
Acela,Business Class,226,225,0,3,,,,,,,,,,,
Acela,Business Class,127,373,4,-4,10,10,10,10,10,10,N/A,N/A,N/A,9,55 to 64
Acela,First Class,372,185,2,3,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,237,458,3,-1,10,10,10,10,10,10,5,N/A,10,10,55 to 64
Acela,Business Class,72,184,5,-8,,,,,,,,,,,
Acela,Business Class,71,225,0,0,10,8,9,7,10,10,10,N/A,N/A,10,35 to 44
Acela,Business Class,99,134,0,-2,9,8,10,8,9,9,N/A,N/A,6,7,75 or older
Acela,Business Class,57,81,1,-1,10,10,10,10,10,10,N/A,10,N/A,10,35 to 44
Acela,Business Class,226,225,0,3,,,,,,,,,,,
Acela,Business Class,216,231,0,4,6,6,7,10,0,8,0,N/A,10,10,25 to 34
Acela,Business Class,155,225,0,-4,9,10,10,5,10,10,N/A,N/A,9,9,45 to 54
Acela,Business Class,226,225,0,-2,,,,,,,,,,,
Acela,Business Class,108.9,300,3,-3,10,10,10,10,10,10,10,10,10,10,65 to 74
Acela,Business Class,31,40,0,3,,,,,,,,,,,
Acela,Business Class,145,116,6,6,,,,,,,,,,,
Acela,Business Class,71,225,4,0,,,,,,,,,,,
Acela,Business Class,216,232,3,-2,,,,,,,,,,,
Acela,Business Class,337,215,0,8,,,,,,,,,,,
Acela,Business Class,155,225,0,-3,,,,,,,,,,,
Acela,Business Class,71,225,0,1,9,7,8,5,7,7,5,5,7,7,55 to 64
Acela,Business Class,33,44,0,3,,,,,,,,,,,
Acela,Business Class,152,220,7,-2,,,,,,,,,,,
Acela,Business Class,44,109,3,0,9,9,10,9,9,10,N/A,7,9,9,55 to 64
Acela,Business Class,337,225,0,1,,,,,,,,,,,
Acela,Business Class,152,231,0,-6,9,10,10,10,10,10,N/A,7,10,10,45 to 54
Acela,First Class,152,220,0,3,,,,,,,,,,,
Acela,Business Class,96,188,3,6,,,,,,,,,,,
Acela,Business Class,226,225,0,3,,,,,,,,,,,
Acela,Business Class,277,232,0,-5,,,,,,,,,,,
Acela,First Class,281,188,5,-2,10,7,10,10,10,7,9,N/A,10,10,65 to 74
Acela,First Class,475.3,300,0,2,,,,,,,,,,,
Acela,Business Class,58,220,7,-2,9,9,10,10,10,10,8,10,10,10,65 to 74
Acela,First Class,476,185,5,13,,,,,,,,,,,
Acela,Business Class,91,216,3,-1,,,,,,,,,,,
Acela,Business Class,186,232,3,-2,,,,,,,,,,,
Acela,Business Class,155,215,0,8,,,,,,,,,,,
Acela,Business Class,337,225,0,1,,,,,,,,,,,
Acela,Business Class,185,225,0,-6,,,,,,,,,,,
Acela,Business Class,203.4,225,0,0,,,,,,,,,,,
Acela,Business Class,121,225,0,-3,,,,,,,,,,,
Acela,Business Class,277,220,3,-4,9,7,10,N/A,9,8,3,N/A,6,7,65 to 74
Acela,First Class,383,261,1,0,,,,,,,,,,,
Acela,Business Class,185,225,0,3,,,,,,,,,,,
Acela,First Class,357,232,13,10,6,4,9,8,7,9,4,4,6,9,25 to 34
Acela,Business Class,58,220,7,-2,10,10,10,10,7,10,10,N/A,10,10,45 to 54
Acela,Business Class,56,188,0,4,10,8,6,6,9,9,N/A,6,8,9,45 to 54
Acela,Business Class,136.8,220,0,-6,5,10,8,8,8,8,0,0,10,10,65 to 74
Acela,Business Class,242,225,0,6,,,,,,,,,,,
Acela,Business Class,226,226,0,0,10,10,10,10,10,10,N/A,N/A,10,10,25 to 34
Acela,Business Class,315,195,2,6,10,9,10,10,9,9,5,N/A,9,10,55 to 64
Acela,Business Class,56,109,1,-2,,,,,,,,,,,
Acela,Business Class,58,0,10,-1,,,,,,,,,,,
Acela,Business Class,121,225,0,0,,,,,,,,,,,
Acela,Business Class,98,91,16,87,0,10,10,5,10,7,N/A,2,10,10,35 to 44
Acela,Business Class,50,76,0,0,10,10,10,8,10,10,N/A,5,9,10,45 to 54
Acela,Business Class,150,322,7,9,,,,,,,,,,,
Acela,Business Class,96,109,1,-2,,,,,,,,,,,
Acela,Business Class,85,202,4,-3,8,8,8,8,7,7,5,4,4,8,55 to 64
Acela,Business Class,263,261,4,89,3,9,0,8,6,7,7,N/A,6,7,45 to 54
Acela,Business Class,337,225,0,-2,,,,,,,,,,,
Acela,Business Class,165,112,1,-11,,,,,,,,,,,
Acela,Business Class,155,225,0,-2,2,4,10,9,1,1,1,5,9,10,65 to 74
Acela,Business Class,224.1,231,4,-2,,,,,,,,,,,
Acela,Business Class,186,220,0,-6,,,,,,,,,,,
Acela,Business Class,231,166,2,-3,,,,,,,,,,,
Acela,Business Class,173,195,1,3,,,,,,,,,,,
Acela,Business Class,71,225,0,1,7,4,10,2,7,7,7,N/A,3,3,55 to 64
Acela,First Class,401,188,4,-5,,,,,,,,,,,
Acela,Business Class,303.3,225,0,3,,,,,,,,,,,
Acela,First Class,313,188,0,4,,,,,,,,,,,
Acela,First Class,475,261,1,0,2,7,9,9,4,1,2,2,1,1,45 to 54
Acela,Business Class,194,413,4,-3,10,10,10,10,8,7,N/A,10,10,10,65 to 74
Acela,Business Class,45,91,4,-2,10,10,9,7,10,10,N/A,9,10,10,65 to 74
Acela,Business Class,96,188,20,9,,,,,,,,,,,
Acela,Business Class,58.5,134,934,2,,,,,,,,,,,
Acela,Business Class,64,152,0,11,9,7,8,8,8,5,6,4,2,10,55 to 64
Acela,Business Class,57,91,3,-6,,,,,,,,,,,
Acela,Business Class,75,232,0,-5,,,,,,,,,,,
Acela,Business Class,56,188,1,-5,10,10,10,10,10,10,10,10,10,10,35 to 44
Acela,Business Class,71,225,0,-3,,,,,,,,,,,
Acela,Business Class,152,232,0,17,,,,,,,,,,,
Acela,Business Class,71,225,0,-3,5,8,10,9,9,9,3,3,9,9,25 to 34
Acela,Business Class,155,225,0,-3,10,10,10,10,10,10,N/A,10,N/A,8,45 to 54
Acela,Business Class,142,91,3,8,6,8,8,8,6,8,N/A,0,N/A,10,45 to 54
Acela,Business Class,86,135,2,1,8,8,8,7,8,8,N/A,9,10,10,35 to 44
Acela,Business Class,91,225,0,-3,,,,,,,,,,,
Acela,Business Class,100,232,0,-5,10,10,10,10,10,10,N/A,3,10,10,45 to 54
Acela,Business Class,66,195,0,0,,,,,,,,,,,
Acela,First Class,216,231,0,-1,,,,,,,,,,,
Acela,First Class,209,196,2,3,8,0,8,8,8,10,8,6,0,10,35 to 44
Acela,Business Class,66,185,6,1,,,,,,,,,,,
Acela,Business Class,72,196,5,17,,,,,,,,,,,
Acela,Business Class,152,232,0,9,,,,,,,,,,,
Acela,First Class,131,232,0,-1,9,10,10,10,10,10,9,9,10,10,55 to 64
Acela,First Class,407,196,0,0,,,,,,,,,,,
Acela,Business Class,263,300,9,7,10,3,10,0,10,10,10,8,0,10,45 to 54
Acela,Business Class,216,220,1,-6,,,,,,,,,,,
Acela,First Class,161,166,0,-3,10,5,10,10,8,9,9,8,7,10,55 to 64
Acela,Business Class,208,184,1,-5,,,,,,,,,,,
Acela,Business Class,114.3,232,0,-2,,,,,,,,,,,
Acela,First Class,373,202,8,7,,,,,,,,,,,
Acela,Business Class,75,232,0,-1,,,,,,,,,,,
Acela,Business Class,226,225,8,7,5,10,2,5,8,2,2,5,10,10,45 to 54
Acela,Business Class,80,225,0,1,,,,,,,,,,,
Acela,Business Class,57,91,0,0,,,,,,,,,,,
Acela,Business Class,108.75,195,2,-6,,,,,,,,,,,
Acela,Business Class,57,220,1,-5,7,7,7,7,4,7,5,3,6,6,45 to 54
Acela,First Class,435,225,0,-3,10,10,10,10,8,8,5,8,10,10,55 to 64
Acela,Business Class,155,225,0,-3,,,,,,,,,,,
Acela,Business Class,149,232,0,6,,,,,,,,,,,
Acela,Business Class,69,323,0,-5,9,8,9,10,10,10,N/A,8,10,10,25 to 34
Acela,Business Class,89.1,127,3,-3,,,,,,,,,,,
Acela,Business Class,272.7,225,0,-3,,,,,,,,,,,
Acela,Business Class,58.5,134,0,0,10,10,10,10,10,10,4,7,7,6,Prefer not to answer
Acela,Business Class,186,220,1,-2,8,9,5,9,7,7,N/A,10,4,10,25 to 34
Acela,Business Class,22,30,0,0,,,,,,,,,,,
Acela,Business Class,155,215,0,6,,,,,,,,,,,
Acela,Business Class,315,195,2,-6,10,10,10,10,10,8,N/A,8,10,10,45 to 54
Acela,Business Class,91,261,1,6,8,9,10,7,8,10,1,10,10,10,45 to 54
Acela,Business Class,194.4,231,1,-6,9,10,10,8,10,8,N/A,N/A,N/A,8,65 to 74
Acela,Business Class,165,91,0,-3,8,10,10,10,9,9,N/A,N/A,9,8,65 to 74
Acela,Business Class,67.5,232,0,-8,,,,,,,,,,,
Acela,Business Class,212,91,3,-6,10,7,10,10,10,10,7,10,9,9,65 to 74
Acela,Business Class,136.8,232,0,-2,10,8,10,10,10,10,9,7,10,10,65 to 74
Acela,Business Class,120,225,0,2,,,,,,,,,,,
Acela,Business Class,51.3,90,3,-2,10,8,8,9,9,9,N/A,9,8,9,65 to 74
Acela,Business Class,80,225,0,1,,,,,,,,,,,
Acela,First Class,121,134,0,1,7,8,10,10,10,9,7,8,10,10,18 to 24
Acela,First Class,120,201,0,5,10,10,10,10,10,10,10,3,10,10,55 to 64
Acela,Business Class,185,225,934,-6,8,,9,9,8,8,N/A,N/A,8,8,45 to 54
Acela,Business Class,303,225,0,2,,,,,,,,,,,
Acela,Business Class,66,195,2,-6,10,10,10,10,10,10,N/A,N/A,10,3,35 to 44
Acela,Business Class,250,225,934,-6,5,3,5,8,6,2,N/A,2,7,7,25 to 34
Acela,Business Class,155,225,0,-2,,,,,,,,,,,
Acela,Business Class,277,232,0,-2,,,,,,,,,,,
Acela,First Class,281,188,1,-6,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,First Class,442,215,0,8,10,10,10,10,10,10,9,10,10,10,65 to 74
Acela,Business Class,236.7,225,0,1,,,,,,,,,,,
Acela,Business Class,263,225,0,1,,,,,,,,,,,
Acela,Business Class,185,225,0,-1,,,,,,,,,,,
Acela,Business Class,218,311,1,0,8,10,7,10,9,8,N/A,9,8,8,35 to 44
Acela,Business Class,263,225,934,-6,,,,,,,,,,,
Acela,Business Class,145,127,4,0,9,9,9,9,9,9,N/A,3,9,9,55 to 64
Acela,Business Class,121,225,0,-3,,,,,,,,,,,
Acela,Business Class,152,220,0,-1,10,8,7,10,10,10,8,7,N/A,10,55 to 64
Acela,Business Class,127,220,1,-5,10,10,10,10,10,10,10,10,10,10,45 to 54
Acela,Business Class,203,225,0,6,,,,,,,,,,,
Acela,Business Class,152,220,1,-2,10,9,9,9,6,8,N/A,8,8,8,55 to 64
Acela,Business Class,75,231,0,-2,9,9,9,9,7,9,5,8,8,8,35 to 44
Acela,Business Class,189,336,3,5,8,8,7,7,8,8,N/A,N/A,N/A,3,55 to 64
Acela,Business Class,210,225,0,4,8,,,,,,,,,,55 to 64
Acela,Business Class,75,232,0,-2,10,10,10,10,9,10,9,6,10,9,25 to 34
Acela,Business Class,88.2,91,0,4,8,9,10,10,7,9,6,N/A,10,10,65 to 74
Acela,Business Class,299,185,0,-2,,,,,,,,,,,
Acela,First Class,327,225,0,-3,,,,,,,,,,,
Acela,Business Class,168,279,1,0,,,,,,,,,,,
Acela,First Class,233,134,2,-2,,,,,,,,,,,
Acela,Business Class,122,188,2,-2,10,10,10,10,10,10,8,8,N/A,10,35 to 44
Acela,Business Class,162,457,0,7,,,,,,,,,,,
Acela,Business Class,58,127,3,1,,,,,,,,,,,
Acela,Business Class,162,373,1,-5,,,,,,,,,,,
Acela,Business Class,75,220,3,6,,,,,,,,,,,
Acela,Business Class,114.3,405,1,0,9,9,10,10,10,9,9,9,9,9,65 to 74
Acela,Business Class,22,30,0,-2,9,10,10,9,10,9,N/A,9,9,10,25 to 34
Acela,Business Class,127,220,1,-2,9,7,8,8,8,8,7,4,9,10,55 to 64
Acela,Business Class,71,225,0,1,10,10,10,10,10,10,10,6,7,10,55 to 64
Acela,Business Class,152,220,1,-6,,,,,,,,,,,
Acela,Business Class,165,91,3,-6,,,,,,,,,,,
Acela,Business Class,100,232,0,-8,,,,,,,,,,,
Acela,Business Class,139.5,225,0,2,,,,,,,,,,,
Acela,Business Class,23,40,0,6,10,10,10,10,10,10,N/A,N/A,10,10,45 to 54
Acela,Business Class,72,188,4,6,,,,,,,,,,,
Acela,Business Class,155,225,0,2,9,9,10,10,10,10,10,10,9,10,45 to 54
Acela,First Class,201,166,13,13,,,,,,,,,,,
Acela,Business Class,167.4,232,0,-8,10,10,8,10,10,10,N/A,10,10,10,75 or older
Acela,Business Class,226,225,0,2,,,,,,,,,,,
Acela,First Class,317,323,0,0,10,9,10,10,10,10,N/A,N/A,10,10,35 to 44
Acela,Business Class,56,0,8,4,10,10,10,10,10,10,N/A,10,10,10,65 to 74
Acela,First Class,334,185,6,1,,,,,,,,,,,
Acela,Business Class,64,279,20,13,9,9,8,10,10,9,10,10,10,10,25 to 34
Acela,First Class,293,232,0,-6,,,,,,,,,,,
Acela,Business Class,50,134,0,6,,,,,,,,,,,
Acela,First Class,435,225,0,1,,,,,,,,,,,
Acela,Business Class,58,220,1,-6,,,,,,,,,,,
Acela,Business Class,246,195,2,-6,10,10,10,10,10,10,10,9,10,10,55 to 64
Acela,Business Class,72,194,1,-4,10,10,10,10,10,10,N/A,10,10,10,25 to 34
Acela,First Class,509,225,0,1,8,7,10,10,5,6,7,7,10,10,55 to 64
Acela,Business Class,194,116,0,4,8,10,10,10,7,9,2,5,8,8,35 to 44
Acela,First Class,327,220,1,-6,9,10,10,10,10,10,9,9,10,7,65 to 74
Acela,Business Class,74,456,0,-4,7,10,10,10,9,6,8,10,8,7,Prefer not to answer
Acela,Business Class,49,134,0,6,10,10,10,10,10,8,8,10,10,10,45 to 54
Acela,Business Class,66,195,0,0,,,,,,,,,,,
Acela,Business Class,139.5,225,0,2,,,,,,,,,,,
Acela,Business Class,58,116,6,2,7,9,6,9,10,9,N/A,N/A,8,6,45 to 54
Acela,Business Class,96,188,0,4,,,,,,,,,,,
Acela,Business Class,75,232,0,-1,10,10,10,10,10,10,N/A,10,10,10,35 to 44
Acela,Business Class,179,195,7,-2,10,10,10,10,10,10,1,0,N/A,10,35 to 44
Acela,Business Class,75,231,0,-1,10,10,10,10,10,10,8,8,10,10,25 to 34
Acela,Business Class,50,36,0,1,,,,,,,,,,,
Acela,Business Class,57,91,0,4,,,,,,,,,,,
Acela,First Class,225.5,191,9,5,,,,,,,,,,,
Acela,Business Class,117,91,3,-6,,,,,,,,,,,
Acela,Business Class,72,188,1,-5,9,9,9,10,10,10,1,9,8,10,55 to 64
Acela,Business Class,38,69,1,-4,8,9,10,9,9,1,N/A,N/A,9,9,65 to 74
Acela,Business Class,127,457,0,0,5,3,9,8,7,2,9,9,3,9,75 or older
Acela,First Class,475,226,2,1,,,,,,,,,,,
Acela,Business Class,255,323,0,0,,,,,,,,,,,
Acela,Business Class,54,152,1,2,,,,,,,,,,,
Acela,Business Class,72,195,11,-5,,,,,,,,,,,
Acela,First Class,342,373,2,2,,,,,,,,,,,
Acela,Business Class,48.6,152,1,2,10,9,10,10,10,10,N/A,N/A,N/A,9,75 or older
Acela,Business Class,25,44,0,18,,,,,,,,,,,
Acela,Business Class,277,220,2,-5,6,3,10,8,6,9,2,1,7,2,55 to 64
Acela,First Class,192,220,18,9,10,9,9,10,10,10,10,10,10,10,45 to 54
Acela,First Class,263,226,0,-2,,,,,,,,,,,
Acela,First Class,216,116,0,1,,,,,,,,,,,
Acela,First Class,355.6,445,934,-3,10,10,10,10,10,10,10,10,10,10,75 or older
Acela,Business Class,127,232,0,-8,,,,,,,,,,,
Acela,First Class,435,225,0,1,,,,,,,,,,,
Acela,Business Class,174.6,456,0,-4,8,6,10,N/A,8,5,5,1,4,4,65 to 74
Acela,Business Class,100,220,1,-2,,,,,,,,,,,
Acela,Business Class,139.5,300,9,7,7,9,6,6,9,8,2,5,10,10,Prefer not to answer
Acela,Business Class,25,44,8,3,9,8,6,5,7,8,N/A,N/A,N/A,7,35 to 44
Acela,Business Class,246,195,2,-6,,,,,,,,,,,
Acela,Business Class,91,225,0,4,,,,,,,,,,,
Acela,Business Class,65,134,0,-3,,,,,,,,,,,
Acela,Business Class,145,222,2,20,,,,,,,,,,,
Acela,Business Class,91,225,0,-2,,,,,,,,,,,
Acela,Business Class,86,135,26,16,10,8,5,1,8,10,N/A,N/A,7,7,55 to 64
Acela,Business Class,108.9,225,0,0,,,,,,,,,,,
Acela,Business Class,68.4,91,3,-7,,,,,,,,,,,
Acela,Business Class,155,300,0,-8,8,8,10,9,7,7,N/A,N/A,9,3,55 to 64
Acela,Business Class,98,81,1,-3,,,,,,,,,,,
Acela,Business Class,44,109,1,-2,,,,,,,,,,,
Acela,Business Class,91,225,0,1,,,,,,,,,,,
Acela,Business Class,337,225,0,-5,9,6,10,10,8,9,N/A,7,10,10,65 to 74
Acela,Business Class,118,323,7,2,,,,,,,,,,,
Acela,Business Class,185,225,3,-2,9,10,10,10,3,10,8,9,10,10,35 to 44
Acela,Business Class,75,195,3,1,,,,,,,,,,,
Acela,First Class,203,157,0,5,10,10,10,10,10,10,10,N/A,10,10,55 to 64
Acela,Business Class,100,232,0,-7,8,10,10,6,8,8,6,5,9,10,35 to 44
Acela,Business Class,85.5,457,0,1,9,9,9,9,9,9,9,N/A,9,9,75 or older
Acela,Business Class,216,127,9,-1,,,,,,,,,,,
Acela,Business Class,303,215,0,2,9,10,10,10,10,8,9,N/A,10,8,55 to 64
Acela,Business Class,152,231,2,22,10,10,10,10,10,10,N/A,1,10,10,45 to 54
Acela,Business Class,75,231,0,-1,10,9,10,9,9,9,1,7,N/A,7,25 to 34
Acela,Business Class,71,109,0,4,,,,,,,,,,,
Acela,Business Class,96,198,1,5,10,10,10,10,10,10,N/A,N/A,10,10,45 to 54
Acela,Business Class,76,91,0,-1,0,0,0,0,0,0,0,0,0,0,Prefer not to answer
Acela,Business Class,185,225,0,0,10,10,10,10,9,8,N/A,8,9,9,65 to 74
Acela,Business Class,152,232,0,22,,,,,,,,,,,
Acela,Business Class,33,43,7,3,,,,,,,,,,,
Acela,Business Class,25,44,1,2,8,10,10,N/A,7,5,N/A,8,10,8,45 to 54
Acela,First Class,268,231,0,3,10,10,10,10,10,10,5,N/A,5,10,55 to 64
Acela,Business Class,91,225,0,-7,10,10,10,10,10,10,5,9,10,10,65 to 74
Acela,Business Class,100,242,0,5,,,,,,,,,,,
Acela,Business Class,155,225,1,5,8,8,10,8,8,8,N/A,8,N/A,8,55 to 64
Acela,Business Class,277,232,0,0,,,,,,,,,,,
Acela,Business Class,122,188,1,-5,10,10,10,10,10,6,7,N/A,N/A,N/A,35 to 44
Acela,Business Class,353,426,3,3,,,,,,,,,,,
Acela,First Class,445,195,3,1,10,10,10,10,10,6,N/A,1,8,9,65 to 74
Acela,Business Class,263,225,0,-4,2,2,0,0,6,4,N/A,2,4,7,45 to 54
Acela,Business Class,212,91,7,-1,,,,,,,,,,,
Acela,Business Class,66,260,1,-6,,,,,,,,,,,
Acela,Business Class,263,225,0,-5,7,7,10,7,7,2,N/A,4,7,7,45 to 54
Acela,Business Class,52,94,1,-1,,,,,,,,,,,
Acela,Business Class,194,445,0,1,,,,,,,,,,,
Acela,Business Class,91,225,0,-2,10,9,10,10,7,6,N/A,8,9,9,25 to 34
Acela,Business Class,90,232,0,-7,,,,,,,,,,,
Acela,Business Class,121,225,0,0,,,,,,,,,,,
Acela,Business Class,186,220,1,-7,,,,,,,,,,,
Acela,Business Class,189.9,195,0,0,10,10,10,10,10,10,N/A,N/A,N/A,10,65 to 74
Acela,Business Class,85,185,7,16,,,,,,,,,,,
Acela,Business Class,57,91,0,-1,,,,,,,,,,,
Acela,Business Class,96,188,2,-7,10,10,10,10,10,10,N/A,7,10,10,55 to 64
Acela,First Class,239,188,0,43,6,10,1,9,8,8,N/A,N/A,N/A,7,55 to 64
Acela,First Class,173.5,109,1,0,,,,,,,,,,,
Acela,Business Class,155,225,1,5,10,9,10,N/A,9,9,N/A,10,10,10,65 to 74
Acela,Business Class,114.3,232,0,7,9,8,10,6,9,9,8,4,8,8,75 or older
Acela,First Class,293,225,0,1,,,,,,,,,,,
Acela,First Class,225,91,7,5,,,,,,,,,,,
Acela,Business Class,318,405,5,2,10,9,9,9,9,8,10,9,10,10,45 to 54
Acela,Business Class,127,220,0,0,9,10,10,10,10,10,9,9,9,9,55 to 64
Acela,Business Class,90,166,0,-1,,,,,,,,,,,
Acela,Business Class,166.5,225,0,1,7,5,5,5,9,8,N/A,10,5,5,
Acela,First Class,509,225,0,-1,,,,,,,,,,,
Acela,Business Class,100,220,2,22,,,,,,,,,,,
Acela,Business Class,76,91,0,-3,10,9,10,10,10,9,N/A,9,9,8,55 to 64
Acela,Business Class,56,109,1,1,,,,,,,,,,,
Acela,Business Class,81.9,225,0,-4,8,9,10,10,9,7,6,N/A,10,7,65 to 74
Acela,Business Class,173,185,2,5,,,,,,,,,,,
Acela,Business Class,180,322,7,3,10,10,10,10,10,10,9,9,10,10,45 to 54
Acela,Business Class,38,69,1,-4,,,,,,,,,,,
Acela,Business Class,249,232,0,0,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,124,225,0,1,,,,,,,,,,,
Acela,Business Class,139.5,215,0,-1,10,7,10,10,10,10,N/A,N/A,10,10,65 to 74
Acela,Business Class,33,44,0,1,10,10,10,10,10,10,N/A,10,10,10,35 to 44
Acela,Business Class,303,225,0,-7,10,10,10,10,10,10,10,10,10,10,65 to 74
Acela,Business Class,212,91,22,24,8,7,2,8,8,8,N/A,N/A,10,8,55 to 64
Acela,Business Class,190.8,91,0,-1,10,10,10,9,10,10,N/A,10,10,10,65 to 74
Acela,Business Class,216,220,2,1,10,10,10,10,10,10,N/A,10,10,10,55 to 64
Acela,First Class,257,188,0,0,,,,,,,,,,,
Acela,Business Class,113,185,0,-6,10,10,10,10,10,10,10,5,10,10,45 to 54
Acela,Business Class,56,196,0,9,,,,,,,,,,,
Acela,Business Class,275,413,1,-3,9,10,10,10,10,10,9,6,N/A,8,25 to 34
Acela,Business Class,216,0,11,-3,10,9,10,10,10,9,N/A,9,10,10,55 to 64
Acela,Business Class,75,220,5,-3,,,,,,,,,,,
Acela,First Class,293,215,6,10,,,,,,,,,,,
Acela,Business Class,337,215,0,3,9,9,9,9,9,9,N/A,2,9,9,45 to 54
Acela,Business Class,211,260,1,-6,,,,,,,,,,,
Acela,Business Class,203.4,225,0,1,8,8,8,4,6,8,N/A,N/A,8,8,75 or older
Acela,Business Class,65,134,0,3,8,9,10,7,7,9,8,7,10,10,45 to 54
Acela,Business Class,226,225,4,10,,,,,,,,,,,
Acela,Business Class,57,91,22,24,,,,,,,,,,,
Acela,First Class,199.1,116,5,-1,,,,,,,,,,,
Acela,Business Class,25,43,7,3,10,10,9,10,10,10,N/A,10,10,10,65 to 74
Acela,Business Class,71,225,0,-5,10,10,10,10,9,10,10,N/A,10,10,35 to 44
Acela,First Class,241,0,11,2,10,10,9,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,69,323,0,24,8,10,5,9,9,8,9,5,10,10,35 to 44
Acela,First Class,174,220,0,-9,,,,,,,,,,,
Acela,Business Class,96,195,0,-6,,,,,,,,,,,
Acela,Business Class,207,188,2,0,8,7,8,6,5,8,N/A,8,8,8,45 to 54
Acela,Business Class,56,188,0,9,7,9,9,8,2,5,7,7,4,7,55 to 64
Acela,Business Class,45,134,0,3,10,10,10,N/A,10,10,N/A,N/A,N/A,6,75 or older
Acela,Business Class,342,304,4,-3,,,,,,,,,,,
Acela,First Class,300,225,1,5,,,,,,,,,,,
Acela,Business Class,218,311,2,24,,,,,,,,,,,
Acela,Business Class,52.2,231,0,3,,,,,,,,,,,
Acela,Business Class,102,220,1,-7,,,,,,,,,,,
Acela,Business Class,122,188,2,-7,10,9,10,10,9,9,N/A,9,N/A,10,45 to 54
Acela,Business Class,147,184,0,3,10,10,10,10,9,10,N/A,9,10,10,Prefer not to answer
Acela,Business Class,86,134,0,1,8,8,10,10,3,10,9,7,10,10,25 to 34
Acela,Business Class,64.8,188,0,0,,,,,,,,,,,
Acela,Business Class,155,225,0,-1,,,,,,,,,,,
Acela,Business Class,185,225,0,1,,,,,,,,,,,
Acela,First Class,494,322,3,4,10,5,10,10,9,9,10,5,N/A,10,45 to 54
Acela,Business Class,91,226,0,-1,10,,,,,,,,,,
Acela,Business Class,246,231,5,7,,,,,,,,,,,
Acela,Business Class,57,81,12,8,9,7,6,6,8,8,8,N/A,N/A,7,45 to 54
Acela,Business Class,65,134,1,-5,,,,,,,,,,,
Acela,Business Class,203.4,225,0,-3,10,10,10,10,10,10,6,8,10,10,75 or older
Acela,Business Class,57,91,9,15,1,5,0,0,5,5,N/A,0,0,5,25 to 34
Acela,Business Class,186,220,1,0,,,,,,,,,,,
Acela,Business Class,216,220,1,-2,10,10,10,10,10,10,6,10,10,10,55 to 64
Acela,Business Class,147,195,6,3,8,3,6,7,9,10,N/A,N/A,8,8,25 to 34
Acela,Business Class,155,225,0,1,,,,,,,,,,,
Acela,Business Class,303,225,0,-5,,,,,,,,,,,
Acela,Business Class,76,91,0,1,10,10,10,10,10,10,10,9,10,10,45 to 54
Acela,Business Class,132,134,0,4,,,,,,,,,,,
Acela,Business Class,139.5,225,3,6,,,,,,,,,,,
Acela,Business Class,70,157,0,3,,,,,,,,,,,
Acela,Business Class,315,185,3,5,10,10,10,10,10,10,N/A,10,10,10,45 to 54
Acela,Business Class,141,279,2,-3,10,10,10,10,10,10,10,10,10,10,Prefer not to answer
Acela,Business Class,65,134,0,-3,,,,,,,,,,,
Acela,Business Class,263,215,6,0,,,,,,,,,,,
Acela,Business Class,148,300,2,3,9,9,9,10,10,9,N/A,8,10,10,35 to 44
Acela,Business Class,194,458,0,-1,,,,,,,,,,,
Acela,Business Class,186,231,0,3,,,,,,,,,,,
Acela,First Class,293,225,0,1,7,10,10,10,9,10,8,6,10,3,45 to 54
Acela,Business Class,337,225,0,-3,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,216,220,2,6,10,7,10,10,10,10,N/A,8,N/A,10,35 to 44
Acela,Business Class,212,91,6,-3,10,10,10,10,8,8,N/A,8,10,10,55 to 64
Acela,Business Class,152,232,0,6,,,,,,,,,,,
Acela,Business Class,53.25,302,0,5,,,,,,,,,,,
Acela,Business Class,127,232,0,-2,,,,,,,,,,,
Acela,Business Class,152,220,1,3,,,,,,,,,,,
Acela,Business Class,191,201,1,-3,,,,,,,,,,,
